Tag,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
detailed_background,540,439,1002,1922,2234,2778,3690,3961,5758,13710,15271,16051,17002,24451,28716,31140,29866,28369
canine_penis,331,181,504,1771,1078,1839,3998,4341,5867,9302,9897,11244,12243,15327,19545,23994,25560,28315
demon,448,188,370,650,1018,1403,1836,2060,3054,4229,5861,5917,6409,10445,15835,20746,24271,28143
countershading,486,557,856,1559,1290,1509,2073,2459,3703,6519,8521,9661,10185,16778,23094,36792,26892,28110
orange_fur,392,381,977,1019,1189,2060,4737,4518,4793,9107,8930,7994,9555,14319,18362,24373,26832,28051
feathers,398,314,805,1677,6723,9510,16158,15836,17061,20599,16186,15885,11987,14505,19079,23074,27003,27971
ear_ring,278,206,110,209,159,210,192,237,330,416,573,811,6307,11219,15449,21721,26887,27916
toe_claws,422,224,559,817,963,2081,4441,4793,6800,10170,11514,11872,12430,15659,19123,23935,27708,27849
bulge,204,190,510,806,980,1794,3408,3688,5337,8161,10732,12179,12012,17322,20332,23276,25439,27261
artist_name,55,27,81,87,110,92,118,108,156,295,347,444,767,1791,4759,13967,21091,27223
blush_lines,8,2,23,16,35,30,32,38,110,120,150,242,320,954,4207,12582,20239,27218
thigh_highs,161,168,515,564,734,1215,1920,2601,5079,6507,7198,9697,10533,13800,17082,22475,24956,26976
pink_body,191,232,559,753,2097,2089,5677,4510,5200,5969,6838,6614,5978,11039,16101,22630,26250,26814
accessory,409,425,1030,1206,1735,2207,3774,4076,5652,7293,8412,8614,8610,13797,17849,24966,25943,26670
sharp_teeth,117,38,160,292,481,627,2540,3482,4366,6702,6935,8717,7411,11475,14695,19119,22127,26650
bound,583,494,1373,2390,2862,3744,5895,6667,9035,11271,12148,12584,12686,15687,19221,24653,25334,26421
food,397,328,1048,2105,3354,3940,5893,5941,7801,10098,9772,10392,10991,15313,17869,22414,24377,26419
bird,156,158,485,1461,2245,2499,3265,4443,6431,8128,9523,9535,10460,13174,17707,20782,24017,26252
raised_tail,634,740,2199,2828,2996,3225,4559,5695,7071,10313,10463,8468,7306,11778,16757,22175,21172,26242
male_penetrating_male,857,622,1845,3477,4548,6423,10683,10935,14847,11851,10391,13265,19023,19443,23031,25221,25218,26017
dominant,462,331,1039,1672,2176,2930,4870,5631,7588,8693,10914,11969,10547,12740,17398,23356,25053,25954
sketch,967,761,1537,2157,2588,3673,4265,4489,6011,10471,12766,11214,11263,13071,15930,19469,22143,25905
bottomless,610,470,1066,1413,1854,2401,3900,4932,7359,10625,11779,13447,11764,15583,19902,23132,25244,25901
sound_effects,130,117,269,270,302,326,558,658,1290,2650,3073,4078,4746,9341,14061,21751,21694,25893
big_belly,30,46,133,300,360,501,913,1396,2848,3703,5197,5620,5761,8546,13752,22517,22883,25791
tree,284,280,768,1480,2286,3082,4690,4540,5495,8765,9190,9737,9497,13631,17004,22516,24186,25724
short_playtime,44,40,159,285,624,836,1813,2574,4369,5391,5686,8065,9502,12906,15855,20904,22915,25676
tail_markings,640,394,820,1555,1745,2373,1923,1434,2119,5419,7217,8582,8723,12384,14638,21748,23606,25466
penis_in_pussy,310,314,1301,1886,2745,3600,5054,5573,8028,9712,12269,12899,13318,18542,20580,21441,24615,25420
rodent,660,396,1647,2825,3079,3314,4373,4478,6614,8051,9657,10884,10423,14520,18048,21916,24375,25323
blue_hair,424,382,1089,1730,2934,4322,6769,7594,9250,10564,10899,11006,9397,13856,18526,24908,25635,25186
slightly_chubby,331,255,509,1099,1607,2676,4964,4909,6903,7885,10702,10850,10779,15251,18705,23314,25801,25149
makeup,123,40,236,411,752,1087,2019,2688,4196,4864,7353,11390,8862,10845,13905,20936,23467,25143
necklace,423,353,831,1294,1716,2340,3292,3126,4148,6674,6524,7600,7622,10932,14057,18619,22804,24890
anthro_penetrating_anthro,420,138,300,578,584,850,1307,1491,2369,3361,4060,5692,10683,19223,21851,23387,24050,24887
fluffy_tail,616,262,707,808,883,1870,2155,2313,2891,4974,6009,6053,6738,12276,13060,17976,19938,24725
solo_focus,595,406,1156,1862,2812,3674,5079,8141,11859,16910,19430,22302,22268,25179,27029,30546,23629,24709
caprine,126,114,210,525,630,601,1187,1388,4047,7602,8167,8376,8103,9769,14641,18967,20399,24574
fellatio,504,407,1375,2387,3273,4663,6847,7623,10412,11539,12429,13073,12260,14242,17405,22665,22231,24564
yellow_fur,341,490,1332,1551,2169,2813,6290,6707,7163,7603,8333,8780,9900,13448,16768,22074,24380,24462
pink_nipples,466,150,305,411,400,591,1018,1275,1239,3314,4861,4429,4935,7817,11227,23885,24075,24375
marine,268,120,567,1347,1533,1890,2918,3791,6614,10241,11211,11387,10893,13325,17518,21288,22055,24276
pubes,360,305,628,795,982,1597,2657,2647,4062,6149,7790,8142,8051,10607,15120,18710,21839,24158
from_behind_position,471,516,1851,2856,3545,4739,7764,6761,9269,10982,10899,11296,11461,15597,19658,22587,22807,24127
orgasm,599,480,1653,3127,4323,6633,10312,11231,14437,16841,18317,20772,18879,15157,19615,23109,25156,24060
partially_clothed,362,256,750,1121,1225,1559,3026,3929,6446,6951,9421,9628,8131,12896,18148,22304,23399,24045
cum_in_pussy,222,209,848,1580,2106,3240,5229,5949,8787,10650,12279,11940,11940,15222,19036,23877,24346,23892
animal_humanoid,673,411,1965,1807,1984,2198,3268,3550,6472,8178,11243,14359,14664,20360,20560,21478,23610,23754
inner_ear_fluff,246,134,360,577,606,651,848,1148,2242,5954,6636,6655,7887,12823,16793,22829,23093,23670
4_fingers,493,228,426,712,678,655,1176,1312,1713,4681,8166,9582,9041,13328,15162,18000,19562,23622
bedroom_eyes,80,38,174,177,293,499,755,2074,2366,3718,5103,6243,6253,7684,12352,17815,24221,23571
hasbro,39,19,63,211,11310,18692,34056,32365,34715,34267,31673,28683,21339,26697,27427,31514,28218,23428
facial_tuft,94,49,126,160,181,253,334,429,977,2489,3590,4194,4988,9123,12135,20978,22314,23311
kneeling,476,489,996,1641,2028,2756,4638,4537,6306,9924,10133,10252,10210,12955,16667,21336,21422,23308
generation_1_pokemon,150,331,1302,2180,3005,2928,5071,7792,8234,10271,10002,12074,12439,13219,16867,21153,22759,23211
penis_in_ass,213,119,238,371,343,577,926,929,1531,2061,2338,3344,3541,5759,12190,18293,20925,23211
masturbation,691,648,1678,2755,2910,4164,6439,6957,8929,11315,12528,13024,12755,15625,18684,22372,23084,23207
submissive,527,392,965,1729,1982,2961,4334,4609,6461,8579,10614,9905,7615,10577,14859,20168,20246,22897
plantigrade,407,216,532,1133,849,1811,2428,2516,3505,5352,5960,5154,5791,10616,14908,18327,18983,22821
white_clothing,201,191,347,407,528,515,706,737,942,1391,2692,3034,3449,7281,10075,16051,18581,22782
panties,419,482,1381,1966,2676,3775,5259,6825,9098,10565,12176,12731,11920,15725,18912,23121,22786,22767
two_tone_fur,531,402,623,747,732,976,2060,1892,3981,7466,8971,9827,8478,12370,15988,21298,21755,22731
machine,184,141,276,595,989,1216,1562,3462,7062,8082,7326,7551,6781,10528,13361,19650,21515,22719
spikes,129,113,384,453,697,1058,1587,2151,2888,3818,4576,5964,4734,8141,11296,17622,20317,22676
cum_in_ass,216,166,517,1076,1665,2926,5267,5171,7899,9954,11128,10946,10120,12901,16875,20326,21845,22637
bdsm,585,483,1285,2240,2815,3557,5108,5697,7533,9683,10740,11368,11229,12904,16009,20038,21033,22620
shorts,192,157,349,657,866,1236,1860,2110,3015,4771,5633,5693,7281,12410,14453,17973,20944,22547
short_hair,775,995,1854,2017,2538,2794,3850,4727,5169,6485,9105,10594,8024,10154,10741,16827,19198,22387
purple_eyes,167,158,532,886,2190,4625,9429,7914,7616,11864,11428,11250,9804,12474,16067,20868,21643,22372
licking,654,566,1852,2752,3477,4712,6919,6985,8783,9826,10509,10198,9531,12991,16277,19473,21445,22262
webm,0,0,0,0,0,0,0,321,1582,2501,2792,4721,6376,8806,11279,15485,18540,22239
sega,191,146,940,1780,2670,2824,3679,4000,6459,7263,8156,7914,8922,11960,12838,19838,20807,22237
3_toes,381,285,657,865,922,1538,3028,3153,4025,6490,8913,11108,11761,15175,16912,19873,19389,22104
4_toes,486,240,559,1116,1375,3170,5005,4098,4273,9081,11878,12425,16358,20619,21409,22709,20255,21991
young_anthro,685,573,1102,1582,2009,2163,3294,4184,7132,10460,10787,11026,11066,15368,19036,24252,26615,21966
female_anthro,39,24,46,77,97,113,126,135,284,366,517,673,1125,2853,6561,10717,11685,21889
presenting_hindquarters,155,221,567,776,1047,1678,4001,4817,4954,6317,7729,8800,7949,11775,15531,20728,21147,21862
nipple_piercing,338,205,484,859,930,1529,2188,2483,4058,5318,6193,6420,6534,8768,11885,15858,19126,21690
bear,259,164,456,1120,1560,2047,2976,3201,5106,6743,7343,7993,10751,16544,18709,20733,21081,21634
red_hair,339,339,972,1537,2290,3492,5305,4839,7096,8701,9005,9833,9203,12309,15833,20007,21130,21620
pointy_ears,420,274,460,658,782,1073,1702,1404,2532,3165,3704,5418,6543,8324,9175,11803,17859,21596
cheek_tuft,90,47,120,157,175,250,329,418,963,2405,3496,4096,4887,8744,11278,19529,20605,21443
weapon,684,400,1102,2117,3055,3351,4296,4362,5839,9130,9169,9166,9175,11993,14573,18261,20425,21417
chest_tuft,760,723,1753,1765,1911,2443,3900,4555,5508,7789,8862,9078,9317,13038,16526,21705,20403,21412
equine_genitalia,159,152,369,690,1158,2612,5065,7773,11315,11717,13425,13707,11376,15015,17345,21432,22072,21374
3:4,275,152,443,923,1541,1908,2752,3249,4531,5319,6049,7547,7789,11763,14637,19447,19402,21373
finger_claws,92,23,110,106,64,117,150,129,215,369,476,721,1004,3760,11195,15206,19370,21352
glans,508,343,589,888,593,825,1185,1326,1369,2905,3919,3524,4460,7693,8816,11249,15608,21328
cleavage,271,178,633,891,1358,2009,3066,4449,6693,8595,9493,10147,10392,14152,17874,21687,22669,21292
sex_toy,327,362,1030,1699,2114,3087,4831,5550,7796,8859,9747,10536,10251,13470,16408,20150,21070,21152
sonic_the_hedgehog_(series),158,143,907,1629,2536,2634,3406,3859,6060,6866,7412,7405,8217,11185,11962,18725,19523,21136
not_furry,484,373,806,1921,2659,3303,5205,6516,11502,16040,15262,19041,17025,20090,20834,20903,21103,21091
swimwear,261,263,808,1208,1572,2189,3072,3235,5242,6295,7258,8777,9148,12640,16178,20494,21095,21042
pose,495,557,1138,2672,3274,5824,9705,6987,6711,10608,10874,10747,9339,12204,16703,19629,19314,21018
mostly_nude,297,233,631,956,1061,1259,1579,1963,3447,6834,8786,10777,8277,13214,16754,20826,22168,20984
horse,350,347,772,1432,7088,10285,17928,17118,19368,19940,17758,15573,11635,15500,18704,22309,21859,20962
huge_balls,66,34,115,324,333,447,735,1246,2095,3376,5334,7141,6367,9605,12202,16468,18968,20917
barefoot,498,342,882,1483,1757,2173,4710,6512,7383,12931,14215,12923,13584,17235,20243,23198,23003,20563
my_little_pony,17,9,23,81,11122,18386,33583,31872,34098,33447,30834,27828,20444,25693,26132,29819,25459,20440
nude_anthro,33,14,40,116,88,145,233,264,339,517,660,652,907,1455,2157,4539,7767,20276
digitigrade,237,263,510,1237,1155,3585,4700,3956,4922,7293,7880,6508,7237,9450,13514,15735,16683,20214
black_eyes,193,238,333,613,578,603,1793,1103,2286,3196,3643,5222,4851,6661,7320,10615,13420,20170
from_front_position,216,196,706,1205,1668,2238,3850,3397,5086,6454,7520,8088,8537,11502,15286,18457,19174,19985
one_eye_closed,278,291,846,1113,1596,2012,3860,5324,7146,9563,10100,10121,9981,13156,14744,19046,18819,19925
hooves,450,503,1089,1616,1918,2988,4319,5847,7182,10958,10394,10588,7821,10143,16046,18885,20019,19813
sweatdrop,51,49,100,159,151,221,312,259,644,1612,2231,2244,3056,4633,6603,11245,14684,19368
water,313,303,898,1686,2306,2797,4153,4699,5907,7901,8929,9644,9440,12643,15145,17729,18279,19358
curvy_figure,38,42,107,177,361,876,1456,2098,4275,7043,8153,12943,10499,13105,19742,20040,17669,19202
cumshot,378,289,1104,1979,2665,3325,5225,4836,6260,7375,8912,9565,8688,10391,12092,15744,17311,19179
electronics,122,102,310,800,1027,1288,1901,2287,3243,5336,5762,6143,6463,10430,12865,15544,17122,19165
happy,195,139,329,656,947,1317,3988,4847,3696,4448,5016,5684,5218,6191,8837,10693,19266,19163
on_top,182,148,608,900,1450,2035,3659,3637,4997,6131,7655,8212,7610,11241,15272,18206,19134,19153
overweight_male,106,95,156,230,321,396,582,732,969,2409,3568,5826,10075,19695,23806,22709,20013,19106
body_hair,94,71,157,370,331,720,1419,1534,1607,4244,4518,4160,5397,7585,10369,12710,16584,19097
conditional_dnp,268,595,1229,2138,2227,2657,3947,6771,7767,11044,12419,13503,13875,15985,18009,20155,21603,18945
equine_penis,157,138,336,651,1059,2443,4612,7066,10231,9985,11596,11516,9810,13285,15160,18237,18823,18876
scar,127,74,209,434,579,1007,1708,1616,2289,3269,3999,4492,4815,7704,10257,14179,16002,18836
first_person_view,108,97,203,304,512,771,1310,1759,2752,3614,4422,5136,5413,7496,11271,14615,16999,18799
facial_piercing,320,141,381,660,752,1068,1803,2023,2783,4182,4588,4389,4172,6593,10206,14715,16602,18675
topless,774,520,1047,1987,2406,3753,5906,5344,7576,10803,11460,10291,9215,11818,13898,15619,18151,18649
glowing,129,115,303,667,1277,1850,3257,3469,4935,6105,6065,6660,5473,7890,11031,16016,17603,18615
sky,376,277,961,1816,2789,3457,5711,5386,4822,8476,8672,8906,8367,11957,13227,16463,17068,18566
smaller_male,208,147,585,954,1180,1603,2840,3283,5675,5970,6810,7109,7653,10822,12956,17317,18075,18495
male_anthro,18,13,22,38,59,113,131,142,247,343,562,695,865,1711,3481,5878,8007,18447
female/female,292,288,1008,1485,2502,3509,4448,3869,5221,5983,6788,6900,6658,9872,12478,15584,15799,18200
gesture,120,113,233,434,542,531,799,1019,1754,3222,3947,4561,4839,7825,10500,13882,15197,18191
motion_lines,33,23,62,86,112,111,146,188,334,1187,2082,2724,3349,6105,8989,12247,14030,18168
membrane_(anatomy),626,415,1427,2230,2978,3576,5317,6263,8031,12016,8670,9545,8969,10559,12265,15946,16387,18103
generation_4_pokemon,45,135,737,1074,1519,1680,2574,4180,5853,6600,6714,8609,9210,9535,12232,17841,18545,18102
soles,215,109,361,503,622,1837,2967,2455,2572,3707,4441,4461,7422,9578,11615,16181,17495,18033
beak,166,187,468,1112,1890,1826,2517,3263,4181,6298,7354,7722,7448,9695,12692,15560,16706,17970
translucent,344,186,470,693,736,917,1232,1542,2108,2757,3481,4148,4875,7165,10196,14214,15516,17898
long_tail,156,77,190,347,397,625,664,860,1211,2564,4446,5767,4667,6359,6408,10609,13280,17835
url,267,133,476,697,1221,1763,2336,2202,3466,6213,8257,9481,10106,13969,15738,18754,17719,17805
container,154,105,318,713,1113,1532,2414,2203,2945,4674,5088,5138,5441,8875,11616,14767,16740,17757
dress,179,184,387,695,1194,1221,1869,1968,3020,4077,4903,5898,5800,8222,10152,14239,15432,17580
overweight_anthro,157,85,159,426,591,533,752,1013,1793,3210,4378,5937,8756,16832,16021,12381,14088,17512
hand_on_butt,132,88,263,444,599,952,1773,2004,3191,4538,5450,5577,5295,8633,11893,15400,16207,17372
facial_hair,99,54,142,405,668,1297,2342,2238,2875,5254,5293,6286,5844,7958,11122,13035,16135,17178
drooling,231,249,557,603,1062,1702,2790,3260,4256,6111,7662,7941,8054,10953,12776,14846,16395,17054
blue_clothing,166,145,179,296,254,423,474,523,602,1002,1863,1807,2179,5055,6866,11113,14283,16986
bondage,543,447,1209,2053,2373,2950,4257,4871,6380,7794,8996,9392,9175,10422,13072,16061,16676,16926
larger_male,276,218,710,1026,1533,1880,3363,3839,6347,6152,7263,7370,7515,10258,12650,16773,17228,16862
short_tail,119,82,236,207,259,310,328,514,665,1032,2103,2649,2770,4261,7126,9593,13668,16862
pink_hair,233,206,550,732,2762,4003,7875,6709,6807,7744,7787,7729,6008,8404,12124,16477,17574,16857
snout,450,186,317,575,634,674,722,936,1323,3067,6237,5636,5333,4787,4488,6435,12984,16756
disney,131,91,490,923,1258,1987,2247,2375,3833,20532,15886,12147,13499,17083,16377,17113,16079,16695
spots,326,276,582,1258,1321,1815,2323,2172,3143,4932,5725,5704,5918,8990,11630,14970,16364,16589
armwear,167,261,624,615,755,1124,1918,2539,3634,4754,5186,5567,5527,7500,9972,13781,15810,16494
abdominal_bulge,33,14,76,152,295,610,1170,1522,2142,2970,3955,4518,4562,6881,10052,12787,14549,16429
mouth_closed,27,14,37,67,79,109,64,87,111,158,494,304,351,886,1429,6922,8555,16429
biceps,283,132,790,1576,1789,6526,11945,7237,8152,10001,10535,8356,7575,8126,10307,10634,14532,16426
fan_character,50,32,175,395,888,2027,3894,6711,9737,14205,13801,13065,11119,14798,15635,16111,18231,16425
sheath,660,364,892,2189,1590,2066,4640,3700,4116,6608,6011,5850,5890,6697,8996,12533,14282,16273
red_clothing,153,108,202,269,260,296,432,455,673,880,1607,1669,2084,5369,6860,11425,13748,16265
hyper_genitalia,71,45,205,574,549,736,1134,1507,2215,3806,5370,6934,5953,9088,10284,13903,15671,16262
oral_penetration,347,267,849,1490,2108,3158,4890,5823,7426,5387,5696,6412,6824,8803,11083,13528,14041,16259
boots,253,140,553,855,1232,1464,1921,2150,3109,3858,4393,4908,4711,6654,8256,11566,14632,16180
full-length_portrait,238,149,259,581,652,896,1106,947,1474,3063,5078,7929,4209,6251,8198,15073,13231,16112
border,469,358,810,1342,1713,2018,2609,2644,3624,6225,6129,6227,6122,8916,10491,13714,16491,16109
dipstick_tail,434,301,597,1172,1489,1956,1288,843,1231,4009,5076,6085,6820,8843,9977,13506,14922,16082
purple_hair,289,193,485,925,3006,4769,9384,8674,8699,7730,7535,6714,6110,7898,11121,15505,16642,16043
tears,242,278,975,1009,1889,2215,3934,4660,5880,7012,7749,7721,7329,9327,11610,15321,15846,15935
backsack,304,249,722,1417,1677,2729,5173,6635,9702,10313,8856,10013,9835,10375,12538,15518,15569,15853
membranous_wings,587,374,1342,2092,2825,3360,4887,5713,7248,11094,7431,8312,7761,9297,10617,14083,14280,15816
on_bottom,149,122,517,771,1240,1784,3018,2748,4141,5265,6677,7039,6796,10368,13288,15306,15737,15813
stockings,398,396,740,1129,1890,2483,4229,5802,6806,7353,9100,9352,7710,9970,12645,16265,16876,15731
quadruped,79,119,288,691,4332,6794,3809,950,1457,2586,2904,3691,3837,5470,9496,9535,11726,15661
grey_background,160,56,189,378,476,640,1568,1427,2899,6159,6749,5458,5182,7669,8986,12353,13959,15635
vore,108,58,235,693,598,488,1433,1494,2590,3227,4286,4023,4039,6880,8955,11676,13397,15581
holidays,115,108,342,586,819,988,1591,2192,2851,4261,4907,5423,5485,7704,9901,12734,13956,15579
nude_female,65,15,42,101,78,115,171,177,301,370,522,538,748,1269,1907,3754,6007,15513
pink_areola,114,52,84,163,129,193,204,297,376,671,860,1502,2110,3218,4665,16710,14953,15472
on_bed,299,206,522,821,895,1072,1516,1954,3058,5110,5076,5224,4684,7574,9125,12354,14059,15441
mammal_humanoid,369,299,1788,1321,1594,1709,2528,2647,4102,5177,6496,7996,8970,14149,13583,14043,15635,15405
whiskers,227,189,422,883,938,1484,1703,2178,2661,4440,5175,5775,5577,7303,8452,11404,13766,15386
prehistoric_species,124,129,260,822,922,1049,1655,1774,2375,3235,3910,3816,3595,4747,6764,9818,12764,15364
murid,220,93,579,1081,1034,1278,1869,1833,2844,3585,4807,5313,5268,7737,10581,12694,15121,15361
